N,num_threads,pi_est,real_time
591156730,8,3.141632000,0.997858047
886735095,8,3.141590786,1.483090878
1330102642,8,3.141577554,2.253460884
175157550,8,3.141496898,0.286362886
262736325,8,3.141548623,0.433187008
394104487,8,3.141559857,0.649694920
591156730,8,3.141590272,0.974229097
886735095,8,3.141584971,1.463665009
1330102642,8,3.141598319,2.197045088
175157550,8,3.141613958,0.289147139
262736325,8,3.141526106,0.448148012
394104487,8,3.141592042,0.666361094
591156730,8,3.141624286,0.966200829
886735095,8,3.141623197,1.462921858
1330102642,8,3.141574567,2.141591072
175157550,8,3.141502082,0.290956974
262736325,8,3.141515175,0.446109056
394104487,8,3.141581943,0.672371149
591156730,8,3.141559593,1.007466078
886735095,8,3.141580839,1.535662889
1330102642,8,3.141587051,2.229464054
175157550,8,3.141596146,0.288121939
262736325,8,3.141659472,0.466038942
394104487,8,3.141595513,0.658800125
591156730,8,3.141578241,1.000833035
886735095,8,3.141596492,1.451860905
1330102642,8,3.141603786,2.259843826
175157550,8,3.141861827,0.289572954
262736325,8,3.141733158,0.449621916
394104487,8,3.141570748,0.652173042
591156730,8,3.141607506,1.003181934
886735095,8,3.141582671,1.462513924
1330102642,8,3.141573112,2.196396112
